Client_Num,Card_Category,Annual_Fees,Week_Start_Date,Qtr,Total_Trans_Amt,Use Chip,Exp Type,Interest_Earned
715883358,Blue,300,21-05-2023,Q2,1454,Swipe ,Fuel,101.78
715884858,Blue,290,21-05-2023,Q2,1470,Swipe ,Bills,279.3
715891533,Blue,175,28-05-2023,Q2,5458,Swipe ,Bills,1419.08
715893633,Blue,300,28-05-2023,Q2,4755,Chip ,Entertainment,523.05
715898058,Blue,125,28-05-2023,Q2,1656,Swipe ,Grocery,347.76
715901508,Blue,150,28-05-2023,Q2,1843,Swipe ,Entertainment,368.6
715904433,Blue,200,28-05-2023,Q2,2055,Swipe ,Bills,513.75
715905633,Blue,350,28-05-2023,Q2,3433,Swipe ,Grocery,789.59
715908558,Silver,425,28-05-2023,Q2,7566,Swipe ,Fuel,2194.14
715910883,Blue,275,28-05-2023,Q2,4532,Swipe ,Fuel,815.76
715915458,Blue,300,28-05-2023,Q2,1151,Swipe ,Travel,80.57
715919283,Blue,360,28-05-2023,Q2,2201,Swipe ,Fuel,638.29
715921758,Blue,110,28-05-2023,Q2,2882,Swipe ,Entertainment,634.04
715923408,Blue,455,28-05-2023,Q2,14999,Chip ,Travel,1799.88
715928808,Blue,405,28-05-2023,Q2,4580,Chip ,Entertainment,641.2
715932708,Blue,125,28-05-2023,Q2,4365,Swipe ,Fuel,654.75
715934283,Blue,150,28-05-2023,Q2,3046,Swipe ,Entertainment,731.04
715937133,Blue,425,28-05-2023,Q2,1601,Swipe ,Bills,176.11
715940358,Blue,175,28-05-2023,Q2,1804,Swipe ,Bills,162.36
715941633,Blue,250,28-05-2023,Q2,3800,Swipe ,Grocery,266
715942683,Blue,440,28-05-2023,Q2,2346,Swipe ,Fuel,539.58
715948833,Blue,150,28-05-2023,Q2,5031,Chip ,Food,553.41
715950483,Blue,250,28-05-2023,Q2,2397,Swipe ,Entertainment,479.4
715952883,Blue,190,28-05-2023,Q2,1765,Swipe ,Fuel,494.2
715954158,Blue,100,28-05-2023,Q2,2433,Chip ,Bills,316.29
715955208,Blue,450,28-05-2023,Q2,4530,Chip ,Fuel,362.4
715956258,Blue,270,28-05-2023,Q2,1974,Swipe ,Bills,315.84
715957233,Blue,150,28-05-2023,Q2,4694,Swipe ,Grocery,704.1
715958583,Blue,200,28-05-2023,Q2,3588,Swipe ,Entertainment,287.04
715960308,Blue,280,28-05-2023,Q2,2016,Chip ,Fuel,423.36
715964058,Blue,125,28-05-2023,Q2,5105,Swipe ,Grocery,306.3
715968858,Blue,285,28-05-2023,Q2,1822,Swipe ,Bills,327.96
715970133,Blue,100,28-05-2023,Q2,3448,Swipe ,Fuel,344.8
715971108,Blue,450,28-05-2023,Q2,1550,Swipe ,Travel,325.5
715973583,Blue,300,28-05-2023,Q2,1378,Swipe ,Bills,289.38
715974783,Blue,300,28-05-2023,Q2,4590,Chip ,Food,963.9
715976433,Blue,360,28-05-2023,Q2,4212,Chip ,Food,1053
715980258,Blue,435,28-05-2023,Q2,4811,Swipe ,Food,914.09
715984908,Blue,125,28-05-2023,Q2,4850,Swipe ,Fuel,776
715986258,Silver,245,28-05-2023,Q2,4037,Swipe ,Fuel,1089.99
715987758,Blue,220,28-05-2023,Q2,3081,Chip ,Travel,246.48
715989108,Blue,125,28-05-2023,Q2,12841,Online ,Fuel,1027.28
715992558,Blue,150,28-05-2023,Q2,1968,Swipe ,Grocery,511.68
715993608,Blue,410,28-05-2023,Q2,1686,Swipe ,Bills,421.5
715995933,Blue,330,28-05-2023,Q2,4619,Swipe ,Bills,1339.51
715996983,Blue,200,28-05-2023,Q2,1747,Swipe ,Bills,122.29
715999608,Blue,300,28-05-2023,Q2,1378,Swipe ,Bills,151.58
716002458,Gold,300,28-05-2023,Q2,15691,Chip ,Travel,2039.83
716004258,Platinum,270,28-05-2023,Q2,17634,Chip ,Entertainment,4055.82
716007708,Blue,450,28-05-2023,Q2,4814,Swipe ,Entertainment,336.98
716009883,Blue,295,28-05-2023,Q2,4245,Swipe ,Fuel,721.65
716013858,Blue,420,28-05-2023,Q2,5002,Chip ,Entertainment,350.14
716014983,Blue,125,28-05-2023,Q2,3755,Swipe ,Grocery,413.05
716019333,Blue,125,28-05-2023,Q2,4091,Swipe ,Food,859.11
716022258,Blue,300,28-05-2023,Q2,1853,Swipe ,Fuel,315.01
716023533,Blue,125,28-05-2023,Q2,4334,Online ,Fuel,1083.5
716024808,Blue,470,28-05-2023,Q2,938,Swipe ,Bills,140.7
716027208,Blue,465,28-05-2023,Q2,1110,Swipe ,Bills,233.1
716028108,Blue,355,28-05-2023,Q2,4667,Swipe ,Bills,933.4
716029158,Blue,140,28-05-2023,Q2,1480,Swipe ,Fuel,133.2
716032233,Blue,430,28-05-2023,Q2,3981,Swipe ,Entertainment,875.82
716033508,Blue,125,28-05-2023,Q2,4514,Swipe ,Fuel,496.54
716037708,Blue,350,28-05-2023,Q2,3240,Swipe ,Fuel,907.2
716038533,Blue,300,28-05-2023,Q2,1438,Swipe ,Bills,115.04
716039433,Blue,125,28-05-2023,Q2,3445,Swipe ,Grocery,206.7
716040783,Silver,245,28-05-2023,Q2,4178,Swipe ,Grocery,626.7
716041908,Blue,435,28-05-2023,Q2,4383,Chip ,Bills,1183.41
716043258,Blue,95,28-05-2023,Q2,1745,Swipe ,Entertainment,139.6
716044383,Blue,125,28-05-2023,Q2,4191,Chip ,Bills,377.19
716045508,Blue,175,28-05-2023,Q2,7963,Swipe ,Bills,716.67
716053083,Blue,175,28-05-2023,Q2,837,Swipe ,Bills,217.62
716056158,Blue,470,28-05-2023,Q2,2395,Chip ,Bills,311.35
716059608,Blue,125,28-05-2023,Q2,3277,Swipe ,Food,491.55
716060358,Blue,110,28-05-2023,Q2,4952,Swipe ,Food,297.12
716063583,Blue,110,28-05-2023,Q2,8642,Swipe ,Food,1382.72
716067333,Blue,415,28-05-2023,Q2,4553,Swipe ,Entertainment,728.48
716068683,Blue,300,28-05-2023,Q2,3093,Swipe ,Grocery,711.39
716071233,Silver,415,28-05-2023,Q2,4613,Swipe ,Bills,369.04
716075208,Blue,435,28-05-2023,Q2,1874,Online ,Entertainment,431.02
716077458,Blue,125,28-05-2023,Q2,3188,Chip ,Bills,350.68
716079708,Blue,365,28-05-2023,Q2,4647,Chip ,Travel,1208.22
716088783,Blue,445,28-05-2023,Q2,8169,Swipe ,Food,2287.32
716089983,Blue,175,28-05-2023,Q2,2015,Swipe ,Fuel,403
716093133,Blue,150,28-05-2023,Q2,3831,Chip ,Fuel,344.79
716094333,Blue,245,28-05-2023,Q2,2750,Chip ,Entertainment,220
716096358,Blue,450,28-05-2023,Q2,3753,Swipe ,Travel,525.42
716098683,Blue,125,28-05-2023,Q2,7985,Swipe ,Food,1357.45
716099958,Blue,385,28-05-2023,Q2,3348,Swipe ,Grocery,636.12
716101308,Blue,370,28-05-2023,Q2,4251,Swipe ,Grocery,637.65
716102583,Blue,455,28-05-2023,Q2,1959,Swipe ,Entertainment,470.16
716104983,Blue,420,28-05-2023,Q2,1617,Swipe ,Bills,436.59
716106108,Silver,200,28-05-2023,Q2,13376,Swipe ,Bills,3611.52
716107158,Blue,175,28-05-2023,Q2,3098,Chip ,Grocery,743.52
716108283,Blue,430,28-05-2023,Q2,4833,Chip ,Food,869.94
716111808,Blue,175,28-05-2023,Q2,1723,Swipe ,Bills,396.29
716112933,Blue,385,28-05-2023,Q2,644,Online ,Food,154.56
716116383,Blue,290,28-05-2023,Q2,4682,Swipe ,Bills,936.4
716118633,Blue,195,28-05-2023,Q2,4328,Swipe ,Fuel,865.6
716122008,Blue,410,28-05-2023,Q2,2544,Swipe ,Food,254.4
716123283,Blue,150,28-05-2023,Q2,14873,Swipe ,Travel,1933.49
716124408,Gold,245,28-05-2023,Q2,7486,Swipe ,Entertainment,1272.62
716127333,Blue,125,28-05-2023,Q2,2300,Swipe ,Food,460
716128083,Blue,480,28-05-2023,Q2,1191,Swipe ,Entertainment,238.2
716129208,Blue,325,28-05-2023,Q2,1678,Swipe ,Travel,469.84
716131083,Blue,365,28-05-2023,Q2,4640,Swipe ,Fuel,556.8
716134533,Blue,245,28-05-2023,Q2,4406,Chip ,Entertainment,484.66
716136333,Blue,395,28-05-2023,Q2,2725,Chip ,Entertainment,708.5
716138958,Blue,460,28-05-2023,Q2,3740,Chip ,Grocery,448.8
716139933,Blue,440,28-05-2023,Q2,2552,Swipe ,Bills,561.44
716142858,Silver,290,28-05-2023,Q2,3914,Swipe ,Grocery,469.68
716144058,Blue,495,28-05-2023,Q2,1886,Swipe ,Entertainment,509.22
716147658,Blue,320,28-05-2023,Q2,4739,Swipe ,Bills,1089.97
716149383,Blue,245,28-05-2023,Q2,1703,Swipe ,Bills,221.39
716150358,Silver,355,28-05-2023,Q2,14805,Chip ,Bills,1184.4
716151858,Silver,330,28-05-2023,Q2,15372,Chip ,Travel,1844.64
716154258,Silver,320,28-05-2023,Q2,2023,Swipe ,Grocery,141.61
716156508,Blue,125,28-05-2023,Q2,4095,Swipe ,Bills,737.1
716157408,Blue,270,28-05-2023,Q2,4229,Swipe ,Food,845.8
716159958,Blue,125,28-05-2023,Q2,14238,Swipe ,Grocery,2278.08
716160708,Blue,150,28-05-2023,Q2,5225,Swipe ,Food,365.75
716162583,Blue,200,28-05-2023,Q2,1931,Swipe ,Bills,347.58
716165508,Blue,125,28-05-2023,Q2,4498,Swipe ,Food,404.82
716169258,Blue,490,28-05-2023,Q2,1468,Swipe ,Entertainment,132.12
716170308,Blue,300,28-05-2023,Q2,4715,Chip ,Food,895.85
716171358,Blue,360,28-05-2023,Q2,4460,Swipe ,Grocery,758.2
716174433,Blue,495,28-05-2023,Q2,2489,Swipe ,Entertainment,647.14
716176683,Blue,430,28-05-2023,Q2,4460,Swipe ,Grocery,1025.8
716177583,Blue,225,28-05-2023,Q2,4722,Chip ,Entertainment,1038.84
716178483,Blue,175,28-05-2023,Q2,4334,Chip ,Grocery,606.76
716181858,Blue,270,28-05-2023,Q2,4633,Online ,Bills,694.95
716183283,Blue,400,28-05-2023,Q2,3563,Swipe ,Entertainment,285.04
716186883,Blue,345,28-05-2023,Q2,4120,Chip ,Entertainment,782.8
716194683,Blue,380,28-05-2023,Q2,2155,Swipe ,Entertainment,387.9
716198358,Blue,125,28-05-2023,Q2,1852,Swipe ,Bills,351.88
716199408,Blue,445,28-05-2023,Q2,4907,Swipe ,Bills,588.84
716201133,Blue,295,28-05-2023,Q2,4279,Swipe ,Grocery,727.43
716201883,Silver,245,28-05-2023,Q2,14696,Swipe ,Fuel,2057.44
716203308,Blue,400,28-05-2023,Q2,1220,Swipe ,Bills,183
716204883,Blue,295,28-05-2023,Q2,3935,Chip ,Bills,747.65
716207508,Blue,365,28-05-2023,Q2,1981,Online ,Bills,495.25
716210283,Blue,285,28-05-2023,Q2,1618,Swipe ,Bills,355.96
716211258,Blue,335,28-05-2023,Q2,1966,Swipe ,Grocery,216.26
716212383,Blue,200,28-05-2023,Q2,4619,Swipe ,Fuel,785.23
716214108,Blue,300,28-05-2023,Q2,4892,Swipe ,Grocery,1125.16
716216958,Blue,140,28-05-2023,Q2,4386,Chip ,Fuel,482.46
716218908,Blue,245,28-05-2023,Q2,2635,Swipe ,Grocery,764.15
716219808,Blue,455,28-05-2023,Q2,1742,Swipe ,Entertainment,435.5
716222808,Blue,150,28-05-2023,Q2,1785,Swipe ,Bills,267.75
716223708,Blue,100,28-05-2023,Q2,791,Online ,Travel,189.84
716225433,Blue,190,28-05-2023,Q2,3103,Swipe ,Fuel,372.36
716229108,Blue,330,28-05-2023,Q2,4674,Swipe ,Food,1168.5
716230158,Blue,430,28-05-2023,Q2,4272,Chip ,Fuel,768.96
716231133,Blue,375,28-05-2023,Q2,3453,Swipe ,Grocery,1001.37
716235783,Blue,100,28-05-2023,Q2,4047,Swipe ,Bills,404.7
716236683,Blue,370,28-05-2023,Q2,4143,Chip ,Food,538.59
716237508,Blue,410,28-05-2023,Q2,4501,Swipe ,Entertainment,495.11
716238483,Blue,480,28-05-2023,Q2,9138,Chip ,Grocery,2467.26
716239383,Blue,125,28-05-2023,Q2,4138,Online ,Fuel,620.7
716244033,Blue,320,28-05-2023,Q2,1741,Online ,Bills,261.15
716244933,Blue,100,28-05-2023,Q2,4674,Online ,Bills,280.44
716245833,Blue,375,28-05-2023,Q2,4473,Swipe ,Fuel,805.14
716246733,Blue,470,28-05-2023,Q2,4681,Online ,Bills,280.86
716247708,Gold,375,28-05-2023,Q2,14149,Swipe ,Grocery,1980.86
716249508,Blue,175,28-05-2023,Q2,4243,Swipe ,Grocery,1018.32
716251608,Blue,175,28-05-2023,Q2,4355,Online ,Entertainment,740.35
716253858,Blue,250,28-05-2023,Q2,1740,Swipe ,Bills,469.8
716256483,Blue,325,28-05-2023,Q2,4232,Swipe ,Fuel,761.76
716258358,Blue,400,28-05-2023,Q2,7009,Swipe ,Entertainment,420.54
716260833,Blue,220,28-05-2023,Q2,8331,Swipe ,Bills,2332.68
716262708,Blue,445,28-05-2023,Q2,4447,Swipe ,Grocery,889.4
716263533,Blue,200,28-05-2023,Q2,3166,Swipe ,Entertainment,823.16
716264358,Blue,250,28-05-2023,Q2,2398,Swipe ,Travel,647.46
716269308,Blue,200,28-05-2023,Q2,4192,Chip ,Entertainment,838.4
716271183,Blue,365,28-05-2023,Q2,1720,Swipe ,Entertainment,189.2
716272158,Blue,435,28-05-2023,Q2,2693,Chip ,Food,646.32
716273133,Blue,125,28-05-2023,Q2,4853,Swipe ,Grocery,630.89
716277558,Blue,125,28-05-2023,Q2,1779,Swipe ,Bills,462.54
716279508,Blue,425,28-05-2023,Q2,2639,Swipe ,Entertainment,765.31
716282208,Blue,410,28-05-2023,Q2,1702,Chip ,Grocery,170.2
716283108,Blue,275,28-05-2023,Q2,7986,Swipe ,Bills,1836.78
716284308,Blue,110,28-05-2023,Q2,1319,Swipe ,Entertainment,342.94
716285358,Blue,485,28-05-2023,Q2,2801,Swipe ,Entertainment,196.07
716288208,Blue,300,28-05-2023,Q2,7549,Swipe ,Entertainment,1736.27
716288958,Blue,250,28-05-2023,Q2,4062,Chip ,Food,406.2
716290233,Blue,250,28-05-2023,Q2,1352,Swipe ,Entertainment,229.84
716292033,Blue,150,28-05-2023,Q2,4815,Chip ,Bills,385.2
716296833,Blue,465,28-05-2023,Q2,14042,Swipe ,Food,3650.92
716297658,Blue,195,28-05-2023,Q2,2405,Swipe ,Fuel,288.6
716298633,Blue,430,28-05-2023,Q2,5774,Chip ,Fuel,519.66
716299608,Blue,460,28-05-2023,Q2,1990,Swipe ,Grocery,557.2
716302383,Blue,485,28-05-2023,Q2,1581,Swipe ,Bills,332.01
716303583,Blue,410,28-05-2023,Q2,4858,Chip ,Fuel,340.06
716304483,Blue,110,28-05-2023,Q2,5029,Swipe ,Fuel,452.61
716306583,Blue,100,28-05-2023,Q2,2325,Swipe ,Grocery,581.25
716307558,Blue,250,28-05-2023,Q2,2214,Chip ,Fuel,597.78
716308683,Blue,415,28-05-2023,Q2,4267,Chip ,Bills,810.73
716310633,Blue,470,28-05-2023,Q2,5037,Swipe ,Entertainment,1108.14
716311683,Blue,375,4/6/2023,Q2,3452,Swipe ,Grocery,1001.08
716313858,Blue,300,4/6/2023,Q2,4560,Online ,Food,410.4
716315508,Blue,250,4/6/2023,Q2,1339,Online ,Food,174.07
716317458,Blue,350,4/6/2023,Q2,1723,Chip ,Grocery,482.44
716319258,Blue,470,4/6/2023,Q2,7360,Swipe ,Entertainment,1692.8
716321583,Blue,140,4/6/2023,Q2,3441,Swipe ,Bills,825.84
716322783,Blue,175,4/6/2023,Q2,4538,Swipe ,Entertainment,1089.12
716323683,Blue,320,4/6/2023,Q2,13177,Swipe ,Fuel,790.62
716324583,Blue,200,4/6/2023,Q2,4577,Swipe ,Grocery,1235.79
716328558,Blue,300,4/6/2023,Q2,4520,Swipe ,Entertainment,994.4
716329383,Blue,475,4/6/2023,Q2,4724,Swipe ,Grocery,944.8
716331408,Blue,300,4/6/2023,Q2,1353,Swipe ,Bills,324.72
716332533,Blue,450,4/6/2023,Q2,4712,Swipe ,Grocery,659.68
716333283,Blue,325,4/6/2023,Q2,5269,Swipe ,Entertainment,1106.49
716334258,Blue,350,4/6/2023,Q2,1834,Swipe ,Entertainment,201.74
716335983,Blue,350,4/6/2023,Q2,7946,Swipe ,Fuel,1589.2
716340783,Blue,300,4/6/2023,Q2,14441,Swipe ,Food,1588.51
716341833,Blue,270,4/6/2023,Q2,1774,Swipe ,Bills,496.72
716343408,Blue,270,4/6/2023,Q2,1381,Swipe ,Fuel,303.82
716345283,Blue,350,4/6/2023,Q2,4277,Chip ,Fuel,727.09
716346183,Blue,200,4/6/2023,Q2,4169,Chip ,Bills,1042.25
716349183,Blue,250,4/6/2023,Q2,2160,Swipe ,Entertainment,540
716350008,Blue,100,4/6/2023,Q2,8235,Swipe ,Bills,2141.1
716351208,Blue,410,4/6/2023,Q2,4175,Swipe ,Bills,876.75
716352033,Blue,420,4/6/2023,Q2,4869,Chip ,Food,1168.56
716353083,Blue,245,4/6/2023,Q2,4444,Swipe ,Grocery,488.84
716354883,Blue,300,4/6/2023,Q2,3048,Swipe ,Food,883.92
716355783,Blue,280,4/6/2023,Q2,1999,Swipe ,Bills,239.88
716357058,Blue,420,4/6/2023,Q2,2955,Chip ,Grocery,679.65
716358033,Blue,390,4/6/2023,Q2,5004,Swipe ,Fuel,750.6
716362008,Blue,430,4/6/2023,Q2,1744,Swipe ,Food,453.44
716363658,Blue,375,4/6/2023,Q2,3920,Swipe ,Entertainment,1019.2
716364408,Blue,125,4/6/2023,Q2,4155,Chip ,Entertainment,955.65
716365233,Blue,375,4/6/2023,Q2,4881,Swipe ,Bills,390.48
716366208,Blue,395,4/6/2023,Q2,5221,Swipe ,Entertainment,1514.09
716368008,Blue,405,4/6/2023,Q2,2925,Swipe ,Fuel,263.25
716369208,Blue,125,4/6/2023,Q2,4954,Swipe ,Grocery,346.78
716370258,Blue,220,4/6/2023,Q2,4537,Swipe ,Food,635.18
716371308,Blue,110,4/6/2023,Q2,4497,Swipe ,Entertainment,404.73
716372358,Blue,225,4/6/2023,Q2,14133,Swipe ,Entertainment,4098.57
716373483,Blue,190,4/6/2023,Q2,1544,Swipe ,Bills,277.92
716374308,Blue,400,4/6/2023,Q2,1897,Swipe ,Food,417.34
716375883,Blue,175,4/6/2023,Q2,1716,Online ,Bills,102.96
716378658,Blue,245,4/6/2023,Q2,1725,Swipe ,Bills,224.25
716380683,Blue,365,4/6/2023,Q2,1598,Swipe ,Entertainment,239.7
716381808,Blue,370,4/6/2023,Q2,3820,Swipe ,Bills,764
716382708,Blue,245,4/6/2023,Q2,1165,Swipe ,Entertainment,81.55
716383683,Blue,275,4/6/2023,Q2,1338,Swipe ,Entertainment,173.94
716385033,Blue,320,4/6/2023,Q2,4157,Chip ,Food,374.13
716385858,Blue,405,4/6/2023,Q2,4921,Chip ,Food,344.47
716387733,Blue,125,4/6/2023,Q2,1693,Swipe ,Bills,440.18
716389833,Blue,430,4/6/2023,Q2,4099,Chip ,Fuel,286.93
716390958,Blue,355,4/6/2023,Q2,1697,Chip ,Bills,356.37
716393958,Blue,125,4/6/2023,Q2,3855,Swipe ,Fuel,809.55
716396358,Blue,400,4/6/2023,Q2,1531,Online ,Travel,168.41
716399583,Blue,100,4/6/2023,Q2,2286,Swipe ,Bills,434.34
716400633,Blue,395,4/6/2023,Q2,2057,Swipe ,Grocery,514.25
716402508,Blue,285,4/6/2023,Q2,4265,Chip ,Fuel,682.4
716403633,Blue,150,4/6/2023,Q2,4467,Chip ,Grocery,893.4
716404383,Blue,450,4/6/2023,Q2,2315,Swipe ,Bills,162.05
716406483,Blue,475,4/6/2023,Q2,13124,Online ,Bills,1706.12
716408058,Blue,125,4/6/2023,Q2,3673,Chip ,Grocery,844.79
716411358,Blue,125,4/6/2023,Q2,4676,Swipe ,Grocery,280.56
716414958,Blue,200,4/6/2023,Q2,3659,Swipe ,Fuel,439.08
716420358,Blue,300,4/6/2023,Q2,3151,Swipe ,Bills,472.65
716421633,Blue,405,4/6/2023,Q2,3174,Chip ,Bills,349.14
716425833,Blue,250,4/6/2023,Q2,1797,Swipe ,Fuel,215.64
716430933,Platinum,420,4/6/2023,Q2,13740,Swipe ,Bills,2198.4
716431833,Blue,150,4/6/2023,Q2,4614,Swipe ,Grocery,1338.06
716432658,Blue,270,4/6/2023,Q2,4490,Swipe ,Fuel,808.2
716434533,Blue,245,4/6/2023,Q2,2106,Chip ,Fuel,610.74
716436483,Blue,475,4/6/2023,Q2,2521,Swipe ,Fuel,252.1
716437533,Blue,175,4/6/2023,Q2,4101,Chip ,Grocery,1148.28
716438433,Blue,270,4/6/2023,Q2,4002,Swipe ,Grocery,520.26
716439258,Blue,150,4/6/2023,Q2,13648,Swipe ,Food,3139.04
716441058,Silver,300,4/6/2023,Q2,13820,Swipe ,Grocery,3869.6
716442333,Blue,250,4/6/2023,Q2,4977,Chip ,Fuel,597.24
716443608,Blue,95,4/6/2023,Q2,4050,Swipe ,Bills,688.5
716444733,Blue,150,4/6/2023,Q2,4271,Online ,Entertainment,256.26
716445783,Blue,375,4/6/2023,Q2,1191,Swipe ,Bills,321.57
716447733,Blue,440,4/6/2023,Q2,1921,Swipe ,Fuel,326.57
716448783,Blue,200,4/6/2023,Q2,1225,Swipe ,Travel,269.5
716451183,Blue,250,4/6/2023,Q2,1706,Swipe ,Bills,426.5
716452083,Blue,340,4/6/2023,Q2,2052,Swipe ,Bills,595.08
716452908,Blue,290,4/6/2023,Q2,2246,Swipe ,Grocery,516.58
716453883,Blue,250,4/6/2023,Q2,4423,Chip ,Entertainment,884.6
716454858,Blue,435,4/6/2023,Q2,14257,Swipe ,Travel,1710.84
716455683,Silver,245,4/6/2023,Q2,1279,Swipe ,Travel,179.06
716456808,Blue,140,4/6/2023,Q2,2429,Swipe ,Fuel,194.32
716457783,Silver,435,4/6/2023,Q2,14378,Chip ,Food,2300.48
716458983,Blue,455,4/6/2023,Q2,1424,Swipe ,Fuel,156.64
716460933,Blue,245,4/6/2023,Q2,1456,Swipe ,Bills,189.28
716461683,Silver,290,4/6/2023,Q2,4134,Swipe ,Fuel,413.4
716462658,Blue,285,4/6/2023,Q2,1387,Swipe ,Entertainment,208.05
716464533,Blue,455,4/6/2023,Q2,13783,Online ,Travel,1240.47
716466483,Blue,150,4/6/2023,Q2,4624,Swipe ,Grocery,1063.52
716468658,Blue,125,4/6/2023,Q2,4101,Swipe ,Bills,738.18
716470683,Blue,405,4/6/2023,Q2,4827,Chip ,Travel,579.24
716471508,Blue,125,4/6/2023,Q2,4350,Chip ,Entertainment,565.5
716474358,Blue,300,4/6/2023,Q2,4853,Swipe ,Fuel,1407.37
716475183,Blue,445,4/6/2023,Q2,4326,Online ,Fuel,475.86
716477133,Blue,175,4/6/2023,Q2,3910,Swipe ,Entertainment,860.2
716479233,Blue,175,4/6/2023,Q2,1080,Swipe ,Bills,194.4
716480358,Blue,450,4/6/2023,Q2,13814,Online ,Food,2348.38
716481408,Blue,450,4/6/2023,Q2,4769,Swipe ,Bills,763.04
716482533,Blue,275,4/6/2023,Q2,14893,Online ,Travel,2680.74
716483358,Blue,485,4/6/2023,Q2,5481,Chip ,Fuel,876.96
716484333,Blue,125,4/6/2023,Q2,4410,Swipe ,Entertainment,926.1
716485308,Blue,245,4/6/2023,Q2,5008,Swipe ,Grocery,751.2
716486508,Blue,380,4/6/2023,Q2,5529,Swipe ,Bills,1382.25
716487408,Blue,245,4/6/2023,Q2,1637,Swipe ,Bills,441.99
716492583,Blue,125,4/6/2023,Q2,4539,Chip ,Bills,953.19
716493408,Blue,125,4/6/2023,Q2,1592,Swipe ,Bills,286.56
716494383,Blue,470,4/6/2023,Q2,4399,Chip ,Food,395.91
716497908,Blue,335,4/6/2023,Q2,3698,Online ,Grocery,221.88
716498883,Blue,455,4/6/2023,Q2,3577,Swipe ,Fuel,965.79
716501133,Blue,320,4/6/2023,Q2,3912,Swipe ,Food,899.76
716506083,Blue,220,4/6/2023,Q2,10291,Chip ,Travel,2264.02
716510658,Blue,175,4/6/2023,Q2,2526,Swipe ,Fuel,656.76
716511483,Blue,485,4/6/2023,Q2,3404,Swipe ,Entertainment,816.96
716512383,Blue,335,4/6/2023,Q2,4817,Swipe ,Food,1107.91
716513358,Blue,125,4/6/2023,Q2,4402,Chip ,Entertainment,1100.5
716516208,Blue,125,4/6/2023,Q2,3748,Swipe ,Fuel,787.08
716520033,Blue,150,4/6/2023,Q2,4639,Chip ,Fuel,1020.58
716522583,Blue,490,4/6/2023,Q2,1362,Swipe ,Bills,177.06
716529258,Blue,425,4/6/2023,Q2,1591,Swipe ,Grocery,111.37
716530533,Blue,415,4/6/2023,Q2,4094,Chip ,Entertainment,1064.44
716532258,Blue,150,4/6/2023,Q2,3291,Swipe ,Bills,691.11
716535408,Blue,395,4/6/2023,Q2,3843,Swipe ,Bills,1114.47
716537433,Blue,245,4/6/2023,Q2,5170,Swipe ,Entertainment,723.8
716543433,Blue,375,4/6/2023,Q2,15195,Swipe ,Grocery,1975.35
716545383,Blue,125,4/6/2023,Q2,1154,Swipe ,Bills,311.58
716546283,Blue,495,4/6/2023,Q2,3944,Swipe ,Entertainment,354.96
716548083,Blue,150,4/6/2023,Q2,2593,Swipe ,Bills,440.81
716549058,Blue,140,4/6/2023,Q2,1998,Swipe ,Bills,259.74
716551533,Blue,425,4/6/2023,Q2,4779,Swipe ,Bills,1051.38
716552433,Blue,200,4/6/2023,Q2,15926,Chip ,Travel,2070.38
716556258,Blue,375,4/6/2023,Q2,4401,Chip ,Fuel,792.18
716558283,Blue,200,4/6/2023,Q2,5247,Swipe ,Entertainment,524.7
716559108,Blue,285,4/6/2023,Q2,4296,Chip ,Food,902.16
716564433,Blue,175,4/6/2023,Q2,1635,Online ,Fuel,212.55
716565258,Blue,350,4/6/2023,Q2,2526,Swipe ,Entertainment,227.34
716567433,Blue,245,4/6/2023,Q2,4337,Chip ,Grocery,997.51
716568708,Blue,200,4/6/2023,Q2,1099,Swipe ,Travel,197.82
716569983,Blue,290,4/6/2023,Q2,1765,Swipe ,Entertainment,441.25
716570958,Blue,245,4/6/2023,Q2,2351,Chip ,Travel,305.63
716573058,Blue,125,4/6/2023,Q2,1598,Swipe ,Fuel,351.56
716574033,Silver,280,4/6/2023,Q2,7149,Swipe ,Fuel,1215.33
716575758,Blue,250,4/6/2023,Q2,1859,Swipe ,Entertainment,278.85
716578158,Blue,175,4/6/2023,Q2,3205,Swipe ,Grocery,224.35
716580033,Blue,310,4/6/2023,Q2,1872,Swipe ,Bills,205.92
716580933,Blue,290,4/6/2023,Q2,4533,Chip ,Grocery,1223.91
716581983,Blue,125,4/6/2023,Q2,4792,Swipe ,Entertainment,1102.16
716584158,Blue,420,4/6/2023,Q2,2090,Swipe ,Grocery,585.2
716586408,Blue,455,4/6/2023,Q2,4187,Swipe ,Grocery,921.14
716592558,Blue,375,4/6/2023,Q2,4501,Chip ,Fuel,270.06
716593533,Blue,375,4/6/2023,Q2,3651,Swipe ,Entertainment,693.69
716596308,Blue,470,4/6/2023,Q2,1872,Swipe ,Entertainment,486.72
716600733,Blue,430,4/6/2023,Q2,2572,Swipe ,Entertainment,282.92
716602683,Blue,250,4/6/2023,Q2,5092,Chip ,Fuel,763.8
716604633,Blue,495,4/6/2023,Q2,1865,Swipe ,Entertainment,205.15
716606733,Blue,395,4/6/2023,Q2,4833,Swipe ,Bills,724.95
716608608,Blue,270,4/6/2023,Q2,1084,Swipe ,Bills,205.96
716609433,Blue,125,4/6/2023,Q2,4939,Swipe ,Bills,592.68
716610558,Blue,150,4/6/2023,Q2,2724,Online ,Bills,572.04
